exposure_time-g	exposure_time-r	exposure_time-z	magnitude_zero_point-g	magnitude_zero_point-r	magnitude_zero_point-z
89.0	85.0	155.0	31.377201	31.634708	31.89777
90.0	30.0	80.0	31.574894	30.5233	31.256598
90.0	120.0	150.0	31.567541	31.926842	32.012184
90.0	30.0	90.0	31.449842	30.511688	31.367628
175.0	40.0	80.0	32.042328	30.797417	31.14202
90.0	90.0	90.0	31.403934	31.618671	31.382305
90.0	37.0	68.0	31.576796	30.743149	31.038137
90.0	32.0	56.0	31.555027	30.52525	30.846691
45.0	71.0	240.0	30.58138	31.448929	32.446373
79.0	63.0	121.0	31.247534	31.19032	31.452053
90.0	90.0	55.0	31.481363	31.67179	30.820961
90.0	30.0	56.0	31.557959	30.517742	30.853806
60.0	150.0	90.0	30.951136	32.221264	31.337828
90.0	150.0	40.0	31.575182	32.249485	30.486084
96.0	120.0	98.0	31.665243	31.962532	31.425371
90.0	90.0	132.0	31.577148	31.65962	31.798107
96.0	30.0	30.0	31.7168	30.594028	30.182102
45.0	100.0	30.0	30.502993	31.80919	30.200184
96.0	50.0	30.0	31.528393	30.963451	30.14528
90.0	40.0	105.0	31.625252	30.79509	31.49154
90.0	100.0	114.0	31.494032	31.812635	31.574903
90.0	150.0	60.0	31.645624	32.20564	30.74076
267.0	267.0	300.0	32.627472	32.83662	32.661446
152.0	125.0	100.0	31.940937	31.355947	31.398703
96.0	30.0	30.0	31.664612	30.571991	30.21427
210.0	30.0	240.0	32.42224	30.473223	32.17046
73.0	59.0	80.0	31.26942	31.213232	31.12732
118.0	40.0	92.0	31.574175	30.649372	31.300077
96.0	50.0	30.0	31.529482	30.949825	30.113665
285.0	125.0	177.0	32.685036	31.989399	31.832836
90.0	120.0	80.0	31.566282	31.920128	31.260893
100.0	50.0	80.0	31.659235	30.992231	31.160622
300.0	150.0	90.0	32.748936	32.18437	31.35292
90.0	100.0	50.0	31.562567	31.851173	30.718933
300.0	30.0	87.0	32.75261	30.52522	31.297895
90.0	150.0	90.0	31.632576	32.234234	31.363241
90.0	30.0	120.0	31.521759	30.47379	31.549595
267.0	267.0	300.0	32.628807	32.83652	32.65447
90.0	100.0	132.0	31.52346	31.847075	31.789196
174.0	180.0	88.0	32.240486	32.40635	31.23758
90.0	31.0	67.0	31.548674	30.51627	31.15868
86.0	86.0	130.0	31.44889	31.569004	31.765862
96.0	30.0	30.0	31.664093	30.56683	30.18383
86.0	86.0	130.0	31.445328	31.571075	31.755905
240.0	90.0	90.0	32.43956	31.662727	31.296448
115.0	60.0	120.0	31.692892	31.277012	31.626999
90.0	90.0	90.0	31.403328	31.623713	31.378826
90.0	44.0	61.0	31.493837	30.925423	30.933989
100.0	120.0	30.0	31.612886	31.993546	30.144138
90.0	30.0	90.0	31.552755	30.449337	31.233295
100.0	150.0	114.0	31.613054	32.29127	31.652496
90.0	30.0	65.0	31.54547	30.476765	30.854637
90.0	100.0	90.0	31.56626	31.851162	31.372427
96.0	50.0	30.0	31.505556	30.953335	30.079844
90.0	52.0	90.0	31.568893	31.103037	31.398504
40.0	100.0	90.0	30.603334	31.796246	31.370941
64.0	115.0	270.0	31.128864	31.945732	32.56182
90.0	30.0	89.0	31.574596	30.46723	31.282724
90.0	30.0	94.0	31.585423	30.48578	31.433239
120.0	87.0	80.0	31.782257	31.658798	31.116856
100.0	210.0	90.0	31.616793	32.59186	31.290691
300.0	200.0	240.0	32.855843	32.484966	32.52848
72.0	40.0	118.0	31.154123	30.700878	31.622786
90.0	60.0	120.0	31.55875	31.291594	31.66655
90.0	30.0	56.0	31.587212	30.448238	30.85468
90.0	100.0	131.0	31.575882	31.813196	31.769312
100.0	100.0	70.0	31.613869	31.820747	31.09761
96.0	30.0	30.0	31.688166	30.581186	30.132256
114.0	45.0	117.0	31.609863	30.826563	31.552185
100.0	150.0	90.0	31.623575	32.224117	31.295853
250.0	250.0	176.0	32.545208	32.75204	32.137962
138.0	40.0	117.0	31.969994	30.806595	31.574772
90.0	30.0	251.0	31.372213	30.482933	32.520287
90.0	57.0	69.0	31.553251	31.209642	31.063622
90.0	50.0	100.0	31.58806	31.106356	31.528137
71.0	125.0	80.0	31.217897	32.006172	31.121643
120.0	120.0	190.0	31.702242	31.91755	32.09605
79.0	63.0	115.0	31.232986	31.192513	31.520584
90.0	100.0	60.0	31.657473	31.836493	30.725876
90.0	150.0	30.0	31.62017	32.211136	30.125208
92.0	100.0	191.0	31.447977	31.783556	32.030594
90.0	90.0	162.0	31.417103	31.68991	31.932177
90.0	36.0	70.0	31.344936	30.670097	31.02793
116.0	44.0	112.0	31.616972	30.803522	31.50781
300.0	150.0	90.0	32.78814	32.19567	31.355623
240.0	30.0	78.0	32.54642	30.470686	31.172777
175.0	103.0	100.0	32.14473	31.784695	31.504925
267.0	90.0	90.0	32.73799	31.671463	31.400162
90.0	150.0	90.0	31.570528	32.196384	31.383156
267.0	267.0	121.0	32.636578	32.70305	31.710413
90.0	120.0	125.0	31.565784	31.913807	31.83665
90.0	30.0	94.0	31.566818	30.44107	31.322857
60.0	150.0	90.0	30.857765	32.194736	31.346874
90.0	200.0	90.0	31.410912	32.180935	31.298851
90.0	30.0	94.0	31.548084	30.445822	31.330935
74.0	59.0	96.0	31.279713	31.225235	31.262272
120.0	75.0	270.0	31.855389	31.532278	32.550587
90.0	60.0	59.0	31.567059	31.290873	30.876236
86.0	86.0	130.0	31.446583	31.573414	31.732601
86.0	86.0	80.0	31.435802	31.569216	31.127848
90.0	30.0	56.0	31.568054	30.521088	30.841928
100.0	150.0	163.0	31.618225	32.19945	32.11632
90.0	120.0	81.0	31.556208	31.917545	31.212051
90.0	100.0	90.0	31.409317	31.829916	31.294489
90.0	72.0	90.0	31.400331	31.415155	31.279564
90.0	90.0	140.0	31.541782	31.64282	31.85512
300.0	90.0	141.0	32.664314	31.65116	31.792349
96.0	30.0	30.0	31.679016	30.560146	30.16046
100.0	150.0	70.0	31.598448	32.219997	31.111853
128.0	40.0	106.0	31.757317	30.697195	31.35469
90.0	90.0	96.0	31.508486	31.686678	31.379978
90.0	100.0	80.0	31.579176	31.832825	31.173233
90.0	30.0	42.0	31.520502	30.438225	30.530045
90.0	36.0	90.0	31.583742	30.661385	31.238691
100.0	90.0	69.0	31.590296	31.677086	31.194283
267.0	267.0	333.0	32.596058	32.81839	32.73885
60.0	90.0	90.0	30.921062	31.608961	31.369925
267.0	90.0	60.0	32.716854	31.613361	30.964558
90.0	50.0	86.0	31.60382	31.009192	31.364893
267.0	90.0	60.0	32.70875	31.61472	30.958767
267.0	210.0	333.0	32.596447	32.59002	32.692192
96.0	50.0	30.0	31.56189	30.984272	30.180305
285.0	125.0	100.0	32.660225	31.991905	31.506721
90.0	100.0	90.0	31.62319	31.833792	31.392963
100.0	100.0	129.0	31.60326	31.823172	31.856209
90.0	90.0	90.0	31.523243	31.69332	31.28889
96.0	30.0	30.0	31.685432	30.568514	30.20102
100.0	150.0	176.0	31.602427	32.201958	32.206528
114.0	42.0	218.0	31.606798	30.74634	32.421844
93.0	47.0	250.0	31.425865	30.903797	32.371124
90.0	31.0	56.0	31.546566	30.511116	30.833492
90.0	30.0	50.0	31.55492	30.473095	30.751032
90.0	90.0	90.0	31.475044	31.657581	31.327387
90.0	100.0	40.0	31.565737	31.852736	30.541893
90.0	100.0	90.0	31.413969	31.82619	31.308903
60.0	100.0	118.0	31.037254	31.814873	31.560831
90.0	31.0	56.0	31.577244	30.504866	30.851614
157.0	52.0	100.0	31.973862	30.99765	31.51951
90.0	30.0	120.0	31.381332	30.47607	31.564741
90.0	62.0	64.0	31.572191	31.216755	30.86932
84.0	70.0	200.0	31.42927	31.386486	32.23261
90.0	90.0	90.0	31.483784	31.661833	31.383831
93.0	59.0	80.0	31.370577	31.122402	31.17612
96.0	50.0	30.0	31.534317	30.991129	30.154835
90.0	30.0	120.0	31.536913	30.476002	31.538948
90.0	85.0	134.0	31.476303	31.67121	31.818464
80.0	60.0	120.0	31.456972	31.278929	31.671982
90.0	100.0	90.0	31.604994	31.822203	31.357222
250.0	40.0	250.0	32.62812	30.700598	32.387146
90.0	30.0	113.0	31.54983	30.419218	31.525171
96.0	30.0	30.0	31.667963	30.56503	30.193897
300.0	170.0	50.0	32.888386	32.428146	30.754707
240.0	180.0	333.0	32.428665	32.370266	32.8207
90.0	90.0	77.0	31.381086	31.676971	31.17956
109.0	40.0	87.0	31.702707	30.806122	31.272442
90.0	37.0	90.0	31.572699	30.753252	31.28423
125.0	40.0	119.0	31.75285	30.696722	31.648874
95.0	65.0	250.0	31.605814	31.361868	32.452904
96.0	50.0	30.0	31.420616	30.990274	30.119638
267.0	267.0	267.0	32.65381	32.828953	32.528374
90.0	100.0	90.0	31.594296	31.833508	31.310478
90.0	90.0	90.0	31.392008	31.6089	31.352825
200.0	125.0	75.0	32.29191	31.9936	31.10392
90.0	150.0	120.0	31.580585	32.295162	31.675087
240.0	180.0	90.0	32.458633	32.37439	31.315662
90.0	30.0	90.0	31.542625	30.46767	31.242691
96.0	120.0	30.0	31.692749	31.971437	30.164022
90.0	30.0	113.0	31.48355	30.434538	31.532135
90.0	64.0	56.0	31.571665	31.293825	30.852823
96.0	30.0	30.0	31.66788	30.578562	30.168478
90.0	50.0	51.0	31.567936	31.144577	30.73359
104.0	40.0	116.0	31.543707	30.806286	31.63107
45.0	150.0	90.0	30.49971	32.216873	31.299965
102.0	50.0	80.0	31.555456	30.992363	31.20809
90.0	30.0	168.0	31.564209	30.514324	32.065414
90.0	54.0	120.0	31.42097	31.12859	31.517797
90.0	30.0	89.0	31.35381	30.528173	31.30292
90.0	90.0	90.0	31.409859	31.60319	31.381016
90.0	88.0	90.0	31.485413	31.665272	31.373417
96.0	50.0	30.0	31.539787	30.952604	30.113848
90.0	90.0	214.0	31.484228	31.679028	32.21729
90.0	50.0	51.0	31.5219	31.144953	30.724598
90.0	90.0	90.0	31.481913	31.665846	31.312687
90.0	72.0	90.0	31.416288	31.425333	31.288034
90.0	90.0	55.0	31.480505	31.6599	30.823982
100.0	150.0	176.0	31.623714	32.30552	32.19852
90.0	90.0	96.0	31.41679	31.68898	31.398214
90.0	100.0	34.0	31.561945	31.809355	30.388609
267.0	267.0	333.0	32.67305	32.906967	32.803448
84.0	40.0	86.0	31.245224	30.657808	31.230898
130.0	100.0	80.0	31.787693	31.698488	31.173359
90.0	30.0	90.0	31.556076	30.43498	31.23164
96.0	30.0	30.0	31.691547	30.566208	30.175219
90.0	90.0	83.0	31.403158	31.69637	31.264137
60.0	100.0	70.0	31.084444	31.829111	31.10204
109.0	42.0	149.0	31.608658	30.762968	31.876162
300.0	170.0	50.0	32.878056	32.454796	30.767101
174.0	180.0	80.0	32.222862	32.39422	31.254038
83.0	40.0	270.0	31.29631	30.695234	32.541267
108.0	40.0	117.0	31.597897	30.698591	31.413307
90.0	30.0	56.0	31.554787	30.464754	30.860739
90.0	120.0	118.0	31.55614	31.91251	31.72629
116.0	40.0	80.0	31.873453	30.71114	30.616604
100.0	60.0	60.0	31.602362	31.282251	30.923912
90.0	114.0	90.0	31.489353	31.959873	31.353645
100.0	60.0	169.0	31.60374	31.215254	32.13261
100.0	210.0	173.0	31.623417	32.584454	32.16114
167.0	40.0	172.0	32.095177	30.699726	31.857857
90.0	100.0	87.0	31.572958	31.808558	31.294996
90.0	90.0	90.0	31.470184	31.662458	31.395819
90.0	90.0	90.0	31.440744	31.612526	31.389347
94.0	54.0	100.0	31.436981	31.02843	31.492813
90.0	30.0	90.0	31.559895	30.464558	31.249397
90.0	30.0	73.0	31.451162	30.529861	31.15877
267.0	267.0	333.0	32.744347	32.896187	32.759727
90.0	90.0	191.0	31.509802	31.697613	32.09076
90.0	30.0	120.0	31.539042	30.48944	31.59119
90.0	100.0	90.0	31.51783	31.678286	31.35733
90.0	100.0	90.0	31.569717	31.840593	31.377394
90.0	90.0	65.0	31.490908	31.66922	31.013338
90.0	100.0	50.0	31.582857	31.847786	30.741844
90.0	150.0	137.0	31.619938	32.23193	31.81389
90.0	120.0	59.0	31.569359	31.905325	30.861368
100.0	120.0	90.0	31.604712	31.997719	31.227306
101.0	40.0	102.0	31.422258	30.657436	31.421526
40.0	150.0	90.0	30.615604	32.233475	31.393408
30.0	30.0	30.0	30.323818	30.566479	30.120218
96.0	30.0	30.0	31.604313	30.542858	30.165216
285.0	130.0	184.0	32.694435	31.975052	32.117226
100.0	100.0	90.0	31.606009	31.81145	31.378513
90.0	83.0	56.0	31.579464	31.673018	30.840378
49.0	40.0	108.0	30.839018	30.807793	31.504812
90.0	90.0	90.0	31.392168	31.669718	31.358112
90.0	60.0	94.0	31.521875	31.280327	31.384901
90.0	71.0	90.0	31.422972	31.445059	31.304398
96.0	120.0	30.0	31.688759	31.959274	30.203514
90.0	60.0	120.0	31.549139	31.29491	31.691206
94.0	54.0	51.0	31.482456	31.230532	30.730553
90.0	90.0	91.0	31.473824	31.658924	31.343575
110.0	51.0	80.0	31.597675	30.964344	31.263996
120.0	120.0	124.0	31.713291	31.93029	31.713236
90.0	30.0	103.0	31.585968	30.523638	31.468615
90.0	30.0	188.0	31.398945	30.487831	32.201958
90.0	30.0	90.0	30.891363	30.448376	31.242146
90.0	30.0	81.0	31.554934	30.51209	31.143284
300.0	150.0	141.0	32.788353	32.196236	31.764395
90.0	93.0	120.0	31.5574	31.80982	31.692749
90.0	90.0	83.0	31.509354	31.69693	31.245295
96.0	30.0	30.0	31.67486	30.572683	30.17383
90.0	120.0	80.0	31.569187	31.920563	31.168526
240.0	180.0	90.0	32.436703	32.368084	31.314661
90.0	51.0	120.0	31.408056	31.077473	31.604193
90.0	30.0	56.0	31.55391	30.473423	30.8531
90.0	41.0	60.0	31.56973	30.829702	30.775608
300.0	150.0	90.0	32.752888	32.174274	31.326353
96.0	30.0	30.0	31.687033	30.578781	30.178265
267.0	267.0	333.0	32.646877	32.7736	32.68755
90.0	64.0	150.0	31.550554	31.391422	31.661251
90.0	90.0	90.0	31.342478	31.612923	31.374395
300.0	150.0	89.0	32.790974	32.200012	31.297638
185.0	41.0	112.0	32.26123	30.73509	31.462835
40.0	100.0	105.0	30.569338	31.796381	31.450617
90.0	120.0	94.0	31.56022	31.921951	31.404327
90.0	31.0	80.0	31.544758	30.508389	31.2424
90.0	50.0	70.0	31.594353	31.13192	31.126043
96.0	90.0	90.0	31.600477	31.662292	31.369461
267.0	267.0	333.0	32.654644	32.813835	32.758556
86.0	86.0	100.0	31.421297	31.566326	31.274254
300.0	200.0	90.0	32.786736	32.49404	31.289188
35.0	60.0	51.0	30.263966	31.287014	30.719086
90.0	100.0	102.0	31.430542	31.689972	31.467693
90.0	150.0	90.0	31.573206	32.25323	31.258556
90.0	50.0	70.0	31.60511	30.873932	31.053467
50.0	150.0	56.0	30.837757	32.289726	30.847048
105.0	62.0	104.0	31.528864	31.18428	31.423557
90.0	30.0	137.0	31.588333	30.53227	31.8581
86.0	40.0	80.0	31.302631	30.670763	31.244354
90.0	30.0	38.0	31.552673	30.442337	30.36436
100.0	150.0	65.0	31.596228	32.22849	31.126038
30.0	60.0	183.0	30.265202	31.352446	32.16359
90.0	30.0	107.0	31.588053	30.542967	31.526772
90.0	30.0	83.0	31.561724	30.468437	31.243385
64.0	59.0	80.0	31.13076	31.21138	30.875326
86.0	86.0	80.0	31.430965	31.56797	31.180656
90.0	90.0	90.0	31.457718	31.668058	31.398932
96.0	40.0	80.0	31.473913	30.697803	31.132088
90.0	150.0	125.0	31.567324	32.29944	31.738008
90.0	63.0	70.0	31.461666	31.385738	31.122126
70.0	74.0	80.0	31.223392	31.412477	31.141235
96.0	30.0	30.0	31.672438	30.579075	30.206482
96.0	30.0	76.0	31.633944	30.482971	31.138659
90.0	30.0	56.0	31.575874	30.448776	30.855341
90.0	31.0	87.0	31.555027	30.492933	31.433567
96.0	50.0	30.0	31.534714	31.000025	30.116877
123.0	66.0	100.0	31.656445	31.220226	31.432774
90.0	30.0	56.0	31.420008	30.431564	30.685219
90.0	150.0	90.0	31.540936	32.2369	31.349163
90.0	90.0	84.0	31.415924	31.632776	31.258045
90.0	60.0	194.0	31.415878	31.250175	32.143044
90.0	200.0	90.0	31.394033	32.476727	31.336447
40.0	150.0	90.0	30.661963	32.277905	31.369701
300.0	267.0	333.0	32.735744	32.81948	32.777893
163.0	88.0	300.0	32.091957	31.620289	32.68449
90.0	62.0	60.0	31.43756	31.280012	30.860592
113.0	40.0	131.0	31.550697	30.651577	31.577887
90.0	32.0	150.0	31.563078	30.647644	31.926662
90.0	90.0	90.0	31.391764	31.61112	31.372877
267.0	100.0	333.0	32.73964	31.730642	32.779305
90.0	30.0	94.0	31.572767	30.521473	31.43127
90.0	39.0	53.0	31.56694	30.799824	30.779102
96.0	50.0	30.0	31.540094	30.989876	30.182762
157.0	52.0	100.0	31.976673	30.988665	31.521503
267.0	267.0	267.0	32.65989	32.827606	32.525406
90.0	90.0	105.0	31.482063	31.657154	31.502054
300.0	150.0	90.0	32.762177	32.188427	31.281832
30.0	30.0	90.0	30.31683	30.559406	31.37119
96.0	30.0	30.0	31.685362	30.562359	30.17643
50.0	90.0	129.0	30.754545	31.662535	31.770279
260.0	225.0	250.0	32.52753	32.58343	32.436867
90.0	30.0	49.0	31.55614	30.487717	30.711912
90.0	90.0	60.0	31.475584	31.672606	30.959454
90.0	30.0	73.0	31.572878	30.537352	31.14721
60.0	100.0	60.0	31.127098	31.658121	30.924326
132.0	180.0	155.0	31.73322	32.40728	31.91486
90.0	30.0	80.0	31.565718	30.462437	31.255623
90.0	30.0	56.0	31.559155	30.524609	30.841814
285.0	56.0	100.0	32.71412	31.208591	31.530714
60.0	150.0	116.0	31.116524	32.33055	31.623919
90.0	62.0	60.0	31.557026	31.28544	30.91649
90.0	41.0	60.0	31.498962	30.832653	30.785168
160.0	56.0	88.0	32.14404	31.074697	31.112186
90.0	45.0	120.0	31.551243	30.957767	31.689278
100.0	60.0	60.0	31.63021	31.305393	30.933008
130.0	86.0	80.0	31.774513	31.566046	31.113977
90.0	90.0	93.0	31.499878	31.69192	31.34181
90.0	100.0	90.0	31.444172	31.70133	31.308434
93.0	44.0	80.0	31.36093	30.759268	31.233755
90.0	90.0	90.0	31.396084	31.59875	31.280628
90.0	30.0	50.0	31.569061	30.586468	30.757895
175.0	40.0	108.0	32.118126	30.799856	31.519285
90.0	75.0	120.0	31.5529	31.475492	31.696594
100.0	100.0	70.0	31.58359	31.822744	31.12167
175.0	40.0	132.0	32.12336	30.798946	31.736897
90.0	71.0	143.0	31.562656	31.497133	31.908384
90.0	31.0	205.0	31.384161	30.525349	32.29986
267.0	267.0	333.0	32.61571	32.838837	32.74004
90.0	100.0	70.0	31.61153	31.801298	31.110552
100.0	100.0	69.0	31.592024	31.804703	31.188828
200.0	250.0	56.0	32.4362	32.79491	30.867125
120.0	120.0	90.0	31.704748	31.929287	31.352728
90.0	30.0	70.0	31.592735	30.531248	31.129366
175.0	75.0	80.0	32.124672	31.398754	31.137129
96.0	30.0	30.0	31.663147	30.558857	30.205103
86.0	100.0	180.0	31.426321	31.868092	32.018158
100.0	300.0	70.0	31.603216	33.023647	31.093763
91.0	87.0	196.0	31.48227	31.53801	31.531162
40.0	40.0	90.0	30.599518	30.804861	31.382462
90.0	90.0	60.0	31.437515	31.614264	30.988146
90.0	41.0	120.0	31.568745	30.82555	31.551167
100.0	210.0	120.0	31.633234	32.578716	31.643097
83.0	40.0	250.0	31.284042	30.699715	32.400574
267.0	267.0	333.0	32.588013	32.790913	32.69328
90.0	100.0	50.0	31.558342	31.856627	30.765337
30.0	30.0	70.0	30.267508	30.482344	31.022755
100.0	120.0	90.0	31.60448	31.993174	31.396984
100.0	120.0	90.0	31.619692	31.992222	31.341343
90.0	180.0	333.0	31.474136	32.385204	32.829414
90.0	90.0	90.0	31.414167	31.701784	31.34827
30.0	30.0	84.0	30.367762	30.465008	31.24495
90.0	90.0	117.0	31.525082	31.64861	31.657104
96.0	50.0	30.0	31.531765	30.957531	30.139715
113.0	40.0	93.0	31.614378	30.710281	31.428225
90.0	41.0	60.0	31.571009	30.819092	30.80112
86.0	86.0	80.0	31.436455	31.573256	31.173012
90.0	50.0	80.0	31.560474	30.9575	31.152187
151.0	40.0	91.0	31.971403	30.803848	31.376774
90.0	90.0	125.0	31.410666	31.691559	31.680988
90.0	30.0	56.0	31.571264	30.539503	30.846981
125.0	80.0	282.0	31.927689	31.602081	32.61744
90.0	100.0	90.0	31.574703	31.856092	31.079653
90.0	30.0	70.0	31.37949	30.488304	31.031685
96.0	30.0	30.0	31.686083	30.579397	30.169222
174.0	40.0	112.0	32.26024	30.709356	31.465858
90.0	90.0	90.0	31.479782	31.644545	31.3923
267.0	30.0	333.0	32.577957	30.481396	32.820427
90.0	79.0	126.0	31.55147	31.623781	31.717691
100.0	77.0	100.0	31.624426	31.532856	31.528908
300.0	50.0	80.0	32.895214	31.101803	31.22435
90.0	41.0	56.0	31.566242	30.817421	30.858274
119.0	90.0	100.0	31.781824	31.66023	31.517086
90.0	30.0	30.0	31.583164	30.462738	30.135597
90.0	90.0	134.0	31.572767	31.64865	31.804226
90.0	51.0	70.0	31.581203	31.078333	31.101532
90.0	30.0	90.0	31.562756	30.46269	31.233639
90.0	170.0	90.0	31.466904	32.376152	31.349976
96.0	50.0	30.0	31.541351	30.988068	30.090073
85.0	85.0	145.0	31.516998	31.675505	31.896128
90.0	50.0	224.0	31.532976	31.144012	32.45137
300.0	150.0	90.0	32.74502	32.161842	31.341446
90.0	30.0	61.0	30.997532	30.458113	30.939245
240.0	180.0	105.0	32.45421	32.38192	31.511929
267.0	170.0	333.0	32.659843	32.365505	32.757675
90.0	63.0	51.0	31.572845	31.397823	30.725311
35.0	98.0	100.0	30.344372	31.737535	31.532564
90.0	150.0	90.0	31.582317	32.23134	31.397938
90.0	225.0	250.0	31.560467	32.62606	32.52193
267.0	60.0	60.0	32.66897	31.318857	30.94886
90.0	30.0	60.0	31.539589	30.470978	30.77621
285.0	130.0	184.0	32.70248	31.97295	32.134
115.0	64.0	130.0	31.582062	31.324875	31.622047
90.0	90.0	90.0	31.618273	31.661041	31.35947
88.0	60.0	250.0	31.507141	31.26442	31.67631
90.0	90.0	60.0	31.480476	31.67193	29.593996
40.0	100.0	90.0	30.599363	31.798462	31.375889
90.0	30.0	50.0	31.54126	30.578655	30.777058
96.0	30.0	30.0	31.690414	30.577446	30.13903
90.0	90.0	90.0	31.574287	31.612465	31.231213
90.0	150.0	40.0	31.567755	32.25502	30.536537
130.0	100.0	80.0	31.774984	31.706581	31.16906
174.0	44.0	80.0	32.0058	30.789005	31.237963
96.0	30.0	30.0	31.699114	30.579365	30.17979
90.0	30.0	90.0	31.571342	30.350197	31.234407
300.0	200.0	150.0	32.872513	32.49225	31.945498
200.0	250.0	39.0	32.423473	32.80361	30.441872
90.0	30.0	56.0	31.549007	30.453953	30.85219
90.0	150.0	137.0	31.62177	32.22297	31.836193
90.0	71.0	188.0	31.555126	31.470743	32.25644
96.0	30.0	30.0	31.67325	30.567896	30.159367
92.0	78.0	80.0	31.342403	30.833307	31.238934
60.0	100.0	113.0	30.883495	31.681883	31.598454
90.0	30.0	100.0	31.435783	30.437618	31.470596
96.0	30.0	30.0	31.70932	30.598282	30.171654
100.0	100.0	60.0	31.619492	31.827261	30.94604
96.0	30.0	30.0	31.666395	30.574259	30.165724
96.0	30.0	30.0	31.675362	30.564304	30.221891
90.0	100.0	50.0	31.561626	31.848776	30.712112
174.0	150.0	143.0	32.239918	32.349297	31.779758
100.0	100.0	146.0	31.611057	31.810246	31.926764
90.0	150.0	90.0	31.578215	32.229115	31.419765
93.0	42.0	80.0	31.356339	30.720617	31.226976
90.0	90.0	60.0	31.503693	31.675274	30.893883
96.0	30.0	30.0	31.6825	30.557898	30.221506
100.0	100.0	70.0	31.575369	31.813622	31.103579
90.0	100.0	77.0	31.585451	31.83024	31.20672
73.0	119.0	90.0	31.193695	31.91813	31.339727
125.0	70.0	200.0	31.778774	31.413174	32.250046
72.0	58.0	185.0	31.248959	31.20195	31.963829
90.0	100.0	90.0	31.574713	31.849783	31.228828
90.0	267.0	90.0	31.441114	32.88978	31.383877
120.0	120.0	150.0	31.729733	31.941515	31.882746
100.0	120.0	105.0	31.557695	31.977507	31.591084
90.0	90.0	60.0	31.495354	31.662075	30.992067
90.0	90.0	106.0	31.428568	31.6057	31.516636
250.0	250.0	75.0	32.532272	32.74781	31.156666
90.0	30.0	87.0	31.564398	30.525639	31.285585
127.0	85.0	216.0	31.726048	31.599043	32.292007
96.0	30.0	30.0	31.68452	30.583157	30.205935
90.0	150.0	90.0	31.539545	32.30615	31.37549
96.0	30.0	98.0	31.658342	30.562632	31.41704
90.0	170.0	90.0	31.4719	32.37124	31.366224
267.0	267.0	143.0	32.596962	32.529007	31.779598
90.0	60.0	194.0	31.429855	31.29626	32.15649
40.0	62.0	56.0	30.640165	31.302868	30.835888
90.0	30.0	90.0	31.636343	30.5991	31.422228
90.0	120.0	101.0	31.527237	31.526222	31.413939
98.0	44.0	111.0	31.399847	30.767601	31.384539
90.0	90.0	93.0	31.484608	31.67708	31.36384
300.0	196.0	90.0	32.82698	32.540123	31.34391
90.0	30.0	90.0	31.602428	30.45542	31.235836
90.0	131.0	150.0	31.579552	32.13902	31.814802
267.0	100.0	90.0	32.636715	31.666084	31.283224
100.0	150.0	90.0	31.62315	32.216457	31.393501
100.0	120.0	90.0	31.602701	31.98769	31.36926
96.0	50.0	30.0	31.54704	30.966366	30.096064
200.0	53.0	80.0	32.402798	30.915512	31.169996
250.0	250.0	75.0	32.557457	32.765163	31.146303
90.0	100.0	120.0	31.541466	31.834156	31.697021
60.0	60.0	60.0	31.127722	31.316244	30.940788
90.0	90.0	90.0	31.581875	31.670824	31.377497
90.0	31.0	56.0	31.55511	30.502117	30.832493
90.0	90.0	94.0	31.405529	31.186928	31.340483
90.0	30.0	59.0	31.559605	30.479485	30.874294
90.0	100.0	90.0	31.514027	31.681313	31.351671
90.0	90.0	90.0	31.481256	31.667007	31.39548
90.0	37.0	90.0	31.476517	30.71637	31.290924
90.0	90.0	90.0	31.466866	31.66178	31.246563
90.0	150.0	90.0	31.556229	32.243603	31.246984
90.0	30.0	123.0	31.56482	30.452538	31.58923
240.0	180.0	105.0	32.442905	32.402336	31.51732
100.0	100.0	70.0	31.597624	31.818455	31.099096
90.0	30.0	56.0	31.56844	30.460255	30.850372
120.0	120.0	78.0	31.733063	31.939156	31.175335
285.0	40.0	80.0	32.72203	30.713581	31.187351
96.0	30.0	30.0	31.678595	30.575008	30.203924
90.0	100.0	90.0	31.409706	31.670073	31.356194
90.0	30.0	56.0	31.559315	30.540146	30.844105
90.0	90.0	60.0	31.53041	31.702854	30.714678
40.0	100.0	90.0	30.647999	31.823122	31.351618
90.0	45.0	70.0	31.564484	31.01863	31.10997
285.0	60.0	125.0	32.69668	31.113358	31.52987
90.0	90.0	90.0	31.462189	31.663795	31.37992
90.0	100.0	90.0	31.576834	31.812677	31.381485
90.0	30.0	79.0	31.38098	30.482893	31.261019
100.0	150.0	61.0	31.62461	32.223152	30.91414
82.0	150.0	100.0	31.34832	32.346508	31.502846
96.0	50.0	30.0	31.534407	30.981552	30.101593
90.0	150.0	127.0	31.566202	32.272892	31.752922
90.0	76.0	80.0	31.559341	31.587542	31.200714
160.0	100.0	160.0	32.23077	31.835108	32.018402
90.0	90.0	90.0	31.3891	31.579782	31.331211
86.0	86.0	80.0	31.429977	31.56232	31.12775
267.0	267.0	90.0	32.646805	32.913757	31.29794
100.0	210.0	150.0	31.617426	32.565666	32.01523
171.0	62.0	80.0	32.164227	31.292189	31.229984
90.0	34.0	60.0	31.560276	30.60406	30.899055
30.0	60.0	159.0	30.253672	31.33543	32.03598
